sh1151566,24656,25431,350,361,2016-07-21 14:51:21
sh4162395,26710,28194,180,190,2016-07-21 14:51:21
sh4161066,29268,29821,265,270,2016-07-21 14:51:21
sh2165873,39075,37881,360,349,2016-07-21 14:51:21
sh3303397,28237,30145,370,395,2016-07-22 00:00:15
sh4093974,29745,31428,265,280,2016-07-22 00:00:15
sh1155469,34767,34962,535,538,2016-07-22 00:00:15
sh2175622,33762,36576,600,650,2016-07-22 00:00:15
sh1088048,38442,37773,230,226,2016-07-22 00:00:15
sh2199135,18594,16734,100,90,2016-07-23 00:00:13
sh1938734,16702,17418,70,73,2016-07-23 00:00:13
sh1842046,20250,20577,310,315,2016-07-23 00:00:13
sh3291632,25419,26213,320,330,2016-07-23 00:00:13
sh4059940,25419,26213,320,330,2016-07-23 00:00:13
sh2409264,22466,26960,100,120,2016-07-23 00:00:13
sh3164441,30982,32014,300,310,2016-07-23 00:00:13
sh4161066,29821,33134,270,300,2016-07-23 00:00:13
sh3736029,33053,33613,295,300,2016-07-23 00:00:13
sh2021400,34037,35172,240,248,2016-07-23 00:00:13
sh1075802,35050,36001,479,492,2016-07-23 00:00:13
sh4155103,35123,36221,480,495,2016-07-23 00:00:13
sh3036564,39787,38682,360,350,2016-07-23 00:00:13
sh4158304,39086,38779,255,253,2016-07-23 00:00:13
sh3802303,37792,40082,330,350,2016-07-23 00:00:13
sh4163626,40000,40415,580,580,2016-07-23 00:00:13
sh4163626,145,144,580,580,2016-07-23 00:00:13
sh4163614,42500,40878,255,255,2016-07-23 00:00:13
sh4163614,60,62,255,255,2016-07-23 00:00:13
sh4162327,45454,61187,600,600,2016-07-23 00:00:13
sh4162327,132,98,600,600,2016-07-23 00:00:13
sh1874852,61376,67952,560,620,2016-07-23 00:00:13
sh2027097,24868,26025,430,450,2016-07-24 00:00:12
sh2944209,25021,26213,315,330,2016-07-24 00:00:12
sh4158941,26133,27138,260,270,2016-07-24 00:00:12
sh3101614,29027,30702,260,275,2016-07-24 00:00:12
sh1073131,30466,31337,175,180,2016-07-24 00:00:12
sh4165402,31428,31453,275,275,2016-07-24 00:00:12
sh4165402,88,87,275,275,2016-07-24 00:00:12
sh3702666,31057,31840,278,285,2016-07-24 00:00:12
sh2163291,31530,32515,320,330,2016-07-24 00:00:12
sh1340409,31336,33108,566,598,2016-07-24 00:00:12
sh4158819,30681,33470,275,300,2016-07-24 00:00:12
sh4159642,37543,36580,195,190,2016-07-24 00:00:12
sh1735369,34467,36691,310,330,2016-07-24 00:00:12
sh4165346,33895,36912,191,208,2016-07-24 00:00:12
sh1078360,31963,37100,560,650,2016-07-24 00:00:12
sh2114956,36756,37339,315,320,2016-07-24 00:00:12
sh4158214,39562,38125,358,345,2016-07-24 00:00:12
sh3725467,36565,38155,230,240,2016-07-24 00:00:12
sh4165147,38674,38669,700,700,2016-07-24 00:00:12
sh4165147,181,181,700,700,2016-07-24 00:00:12
sh4101945,38914,39137,350,352,2016-07-24 00:00:12
sh1144912,38167,39758,240,250,2016-07-24 00:00:12
sh4160080,38691,39796,350,360,2016-07-24 00:00:12
sh2139719,59656,42105,480,480,2016-07-24 00:00:12
sh2139719,80,114,480,480,2016-07-24 00:00:12
sh2024635,50989,53028,500,520,2016-07-24 00:00:12
sh1938734,17418,16941,73,71,2016-07-25 00:00:12
sh1137386,20207,23575,300,350,2016-07-25 00:00:12
sh1225398,25556,29207,350,400,2016-07-25 00:00:12
